ID,Tweet Content
4239,"""Morocco's historic run to the semi-finals of the World Cup has captivated many worldwide.

But did you know that more than half of Morocco’s squad were born outside the country?

Here’s a quick look at some of Morocco’s foreign-born players
#Qatar2022 #FIFAWorldCup #Morocco https://t.co/dUFcyJg2p4"""
4240,"""Argentina 🆚 France

The #FIFAWorldCup Final is SET! 🇦🇷🇫🇷"""
4241,"""World Cup semi-finals of 2022. #Cricket #FIFAWorldCup     

🇫🇷 v 🇲🇦 2 - 0
🇦🇷 v 🇭🇷 3 - 0
🏴󠁧󠁢󠁥󠁮󠁧󠁿 v 🇮🇳 170 - 0"""
4242,"""imagine having riots in your country because you won 💀"""
4243,"""#KNN3 ⚽️𝐖𝐨𝐫𝐥𝐝 𝐂𝐮𝐩 𝐄𝐯𝐞𝐧𝐭 Finale
🇦🇷 VS 🇫🇷
Tell us the exact score you predict for the Final round!
🎁40 x Airdrop 
🎁40 x .NFT
🎁DC OG role, probably nothing👀

💗LK + RT + Tag 3 frens
🕐 End: 18DEC 11PM UTC+8
#FIFAWORLDCUP #GIVEAWAYS #Argentina #France
⬇️Details https://t.co/1QR6JkGin6"""
4244,"""Regardless of today’s result,Morocco has made Africa proud. 
#MoroccoVsFrance #Morocco #FIFAWorldCup #FIFAWorldCup #QatarWorldCup2022"""
4245,"""A Moroccan football fan raises the Palestinian flag during #FIFAWorldCup in Qatar. 

#RaisePalestineFlag https://t.co/WivXCkyf07"""
4246,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
4247,"""An African team beat an African team.
No vex. Na family matter.
#FIFAWorldCup"""
4248,"""🥳We are excited to collaborate w/ 
@Kommunitas1 to celebrate the #FIFAWorldcup ⚽️

🎁Rewards: $5000 worth of $KOM Tokens &amp; $1000 worth of #NFTs 
⏰Now- 17th Dec 

👉 Participate here: https://t.co/p3Q1T7dKhs

#GiveawayAlert #Metaverse #WorldCup #Giveaway https://t.co/hLrgbtQmUp"""
4249,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q"""
4250,"""Na Fam Iss!"""
4251,"""Thank you Morocco 🇲🇦

#FIFAWorldCup #Qatar2022 https://t.co/WEzPzoxOKb"""
4252,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
4253,"""#ThePrincePredicts Results 
#FIFAWorldCup #LasVegas 
-
▫️Argentina ML (-120) vs Croatia✅
▫️France ML (-170) vs Morocco✅
-
#Messi #Bet #Win #GOAT"""
4254,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo"""
4255,"""After losing the very first game,after everyone trolling,after everyone doubting him, #Messi𓃵 &amp; Argentina have reached the FINALS, I repeat, the FINALS of #FIFAWorldCupQatar2022 just amazing !one more step,just one more🔥 VAMOS #Argentina 🇦🇷

#ArgentinaVsCroatia | #FIFAWorldCup https://t.co/zF0YlWogfp"""
4256,"""🚨🚨| #mufc will have a GUARANTEED #FIFAWorldCup winner this year 😍🏆"""
4257,"""It will be...

- Messi Vs Mbappe
- The Out-going Vs The In-Coming
- The Past Vs The Future
- The Goat  Vs The Apprentice Goat 🐐

#FIFAWorldCup"""
4258,"""@seetvuganda @starborntimkash @djadamvybes @ChampionBetUG Helloo street king 👑 @starborntimkash , kindly play me ""New Concept"" by Sumi Crazy going out to #Argentina #diehard fans &amp; all lovely viewers of 🥰 @seetvuganda  #PeaceAndLove #FIFAWorldCup #Qatar2022"""
4259,"""And this is how United can still win😂"""
4260,"""Another day &amp; another #Messi𓃵 masterclass. An UNBELIEVABLE assist +a goal tonight taking him to 5G &amp; 3A (most this WC)he's won the MOTM in 2/3 group stage games,RO16,QF &amp;the SF(10,most ever) insane.Leads🇦🇷 to the finals.

#ArgentinaVsCroatia #FIFAWorldCup #FIFAWorldCupQatar2022 https://t.co/tQmXcLNx41"""
4261,"""🤫 How to get free @Matchday Footballer Cards:

1. Sign up ➡️ https://t.co/ciZhteymCL
2. Get your 🆓 cards
3. Build your squad and compete!

⏰ Time is ticking, the #FIFAWorldCup is ending soon!"""
4262,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4263,"""Beautiful peaceful @M10 defeat of 2 billion ..lam 
against law abiding descent civilization humans 
#MoroccoVsFrance"""
4264,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4265,"""❤️Sofyan Amrabat-“Nordin deserves this. My whole life he has been helping me.He is my great example.”

🇲🇦Nordin Amrabat-“I am so emotional. I almost want to cry.I was with my parents and we were crying.The final 4,semifinal unbelievable Mashallah”

#FIFAWorldCup|#MAR|#FRAMAR https://t.co/dYwLVJQvJY"""
4266,"""Official: A Manchester United player will return from Qatar as a #FIFAWorldCup winner

Congratulations to @raphaelvarane, who will face @LisandrMartinez in Sunday's final https://t.co/N0Zg5kpSoB"""
4267,"""🤝 𝙍𝙀𝙎𝙋𝙀𝘾𝙏 🤝

#FRA boss Didier Deschamps admits #MAR are fully deserving of their place among the ""big teams"" in the #FIFAWorldCup semi-finals.

#SABCSportFootball | #Sisonke | #Qatar2022 https://t.co/6tuUAbaCQS"""
4268,"""@seetvuganda @starborntimkash @djadamvybes @ChampionBetUG Helloo street king 👑 @starborntimkash , kindly play me ""New Concept"" by Sumi Crazy going out to #Argentina #diehard fans &amp; all lovely viewers of 🥰 @seetvuganda  #PeaceAndLove #FIFAWorldCup #Qatar2022"""
4269,"""30 minutes before the Palestine flag waving antisemites of Morocco take on France. Your score predictions? 

#FIFAWorldCup #FRAMAR https://t.co/GwTb12FaBJ"""
4270,"""Qatari Sociologist Dr. Abd Al-Aziz Al-Khazraj Al-Ansari Celebrates Death of U.S. Journalist Grant Wahl at Qatar World Cup: He Was the King of the Sissies; I’m Going to Party Tonight Over That Dead Pig’s Corpse #Qatar2022 #GrantWahl #Wahl #FIFAWorldCup #FIFAWorldCup2022 https://t.co/HFZ14RYcA4"""
4271,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo"""
4272,"""Argentina vs. France 🇦🇷🇫🇷 looking forward to a great final!
Congratulations to Morocco 🇲🇦 You can be proud of what you‘ve achieved! You have made #FIFAWorldCup history! 👏🏼"""
4273,"""In the end, let only this pcture remain in the minds of the millions watching #FIFAWorldCup! The young kid is the son of Croatia's star player Ivan Peresic. The kid runs up to his dream football hero Neymar of Brazil, Croatia's vanquished opponent in the quarter final!

Ctd...1/2 https://t.co/mBf4scdopI"""
4274,"""That's just greedy.

#BBCWorldCup #FifaWorldCup https://t.co/SJNptUFrcJ"""
4275,"""#BONO//#BOUNOU: untouchable 🏆

#FIFAWorldCup  #morocco yassine bono bounou maroc spain world cup quarter finals edit fancam https://t.co/yt7iQ230oc"""
4276,"""France won the match against Morocco at #FIFAWorldCup.

Now there are rîots in France.

 https://t.co/uCQOczHpnf"""
4277,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
4278,"""Soccer fever..
Best enjoyed with friends.
#FIFAWorldCup https://t.co/kP9YrOAItJ"""
4279,"""🎙️ Aurelien Tchouameni: ""For me Kylian Mbappé is the best football player in the world and he will show it on Sunday.""

#FRA    | #FIFAWorldCup https://t.co/1mZpLxiFNh"""
4280,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX"""
4281,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4282,"""Thanks to the Moroccan team for representing Palestine in this World Cup 2022. #FIFAWorldCup https://t.co/bFAnimqygW"""
4283,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp"""
4284,"""Barça players with the national teams today: 

SF: France 🆚 Morocco 🇫🇷🇲🇦

Jules Kounde and Ousmane Dembele

#FIFAWorldCup #Qatar2022 https://t.co/5tH12x6tvz"""
4285,"""After the Moroccan #FIFAWorldCup great run, they clinch FIFA ranking positions to 22nd now Not bad there @FRMFOFFICIEL 💪 https://t.co/R3pNMCmdyb"""
4286,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4287,"""We’re back again: The #FIFAWorldCup finals 
Argentina 🇦🇷 vs France 🇫🇷 

We got the kits in our store @Epic_ug located at kokki towers opposite CPS 

At 75k player’s version 
And 55k Fans version 

Call 0752003020 
WhatsApp: 0783234240

#EpicJerseys https://t.co/OQUuOFubpE"""
4288,"""""This is not a loss, no way. We are the champions.""

Morocco fans awed despite #FIFAWorldCup loss https://t.co/4aDkt5AQaz https://t.co/lO6Xvk8jbr"""
4289,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4290,"""LATEST EXCLUSIVE : #ShahRukhKhan talks about the match between #FrancevsMorocco #FRAMAR as he adds “Kursi ki peti baand ke dekhte hain 🔥” Watch him promote #Pathaan on Match Centre LIVE at the #FIFA Finals on 18th December. #FIFAWorldCup #FIFAWorldCup2022Qatar #DeepikaPadukone https://t.co/7u14AebZam"""
4291,"""⚽️Predict Semi Final and Win with #BitYard ​⚽️

Which team will win?🎉
France🇫🇷🆚Morocco🇲🇦

🎁$20 USDT Trial funds each for 3 winner
⏰16 hours

1️⃣Follow @BitYard_Global
2️⃣RT &amp; Tag 3 friends 
3️⃣Share your answer

#BitYardGiveaway #FIFAWorldCup https://t.co/ocrXZSReMf"""
4292,"""Amount of money, Africa teams earned in Qatar:

• Ghana $9 million 
• Tunisia $9 million 
• Cameroon $9 million 
• Senegal $13 million 
• Morocco $25 or $27 million (Depending on the outcome of third-place playoff)

#Qatar2022 I #FIFAWorldCup | #WorldCupwithMicky https://t.co/GyWJ2RiTWU"""
4293,"""This is Maradona in the exact moment in which as a sub Messi for the first time in his life walked on pitch in a #FIFAWorldCup game https://t.co/bKpYGk949I"""
4294,"""Calm down by @heisrema at half time in the semi final of the World Cup between France 🇫🇷 and Morocco 🇲🇦 #FIFAWorldCup https://t.co/gSoTc7BVJs"""
4295,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
4296,"""One for the stat-fans 👀

#BBCWorldCup #FifaWorldCup https://t.co/SWFwmihRWK"""
4297,"""Varane now knows how it feels like to play with a quality defender in Konate. Konate deserves to be man of the match.
#FIFAWorldCup"""
4298,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
4299,"""Wishing the best of luck to our friend and France Star @AntoGriezmann ahead of today's #FIFAWorldCup Semifinals match against Morocco! 👏 https://t.co/0G0oeN6u99"""
4300,"""We are Hiring! If you're numbers crazy, please drop your cv and qualifications to the email address attached ❤️All the best! Can't wait to have you on board... #FIFAWorldCup #RKelly #fourways #ProteaGlen #Messi𓃵 #CROBRA https://t.co/tp0Z7iH7tp"""
4301,"""#ThePrincePredicts Results 
#FIFAWorldCup #LasVegas 
-
▫️Argentina ML (-120) vs Croatia
▫️France ML (-170) vs Morocco
-
#Messi #Bet #Win #GOAT"""
4302,"""YOU HAVE FACED ENOUGH HEARTBREAKS 💔IN YOUR CARRIER , leo .Now this sport should not disappoint u any more ! 
Lionel messi Int'l career so far 👇🏻
#Messi𓃵 #FIFAWorldCupQatar2022 #FIFAWorldCup https://t.co/aMrlWutVXh"""
4303,"""@FIFAWorldCup @Budweiser @budfootball Mutual respect between two nations 
Priceless. 
https://t.co/S4mNjsD4ZE"""
4304,"""Everyone is a Football analyst nowadays in Kashmir and the sub continent.
#FIFAWorldCup"""
4305,"""Best Pop Song 2023
#FIFAWorldCup #MusicNFT #DeepikaPadukone #Strictly #WeLoveYouJin #FareWellJin #knack #KimSeokjin #Lazada1212 
#MoroccoVsPortugal #MusicBankinChile #music #rapmusic #ENGFRA #WizkidLiveAccra #HeismanTrophy #搞定要要個尔 #Ronaldo #love
https://t.co/SBqAjUd0e6"""
4306,"""Official: A Manchester United player will return from Qatar as a #FIFAWorldCup winner

Congratulations to @raphaelvarane, who will face @LisandrMartinez in Sunday's final https://t.co/N0Zg5kpSoB"""
4307,"""Well played Morocco. It wasn't just luck or fluke. You did it on your own by talent, skills &amp; athleticism. You knocked out three of six favorites Belgium Spain &amp; Portugal. It was such a great memorable run by you guys. Be proud of the effort you put in this #FIFAWorldCup."""
4308,"""@KMbappe @AchrafHakimi I made this drawing of Kylian Mbappe in 3 weeks
Kindly Retweet my pencil art 🙏🙏
#Mbappe #Messi #Ronaldo #FIFAWorldCup https://t.co/DEd3fj9u6e"""
4309,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4310,"""From Ashaiman to FIFA: Stonebwoy to perform at the FIFA Fan Festival in Qatar

#PulseWatchItEnt #PulseWorldCup2022 #PulseQatar22 #FIFAWorldCup #Qatar2022 https://t.co/3aGXinFhdx"""
4311,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4312,"""Neymar equals Pele as Brazil's all-time top scorer with 7️⃣7️⃣ goals 👏

#FIFAWorldCup https://t.co/NLFUUkSsHI"""
4313,"""Kwabena Okyere Darko-Mensah, the minister for Western Region, honored 🇬🇭 Mohammed Kudus with a commemorative gold medal for his performances at the #FIFAWorldCup 

The Ajax midfielder graced the event with Kamaldeen Sulemana and Ernest Nuamah 👏🏽 

#Qatar2022onMG https://t.co/lunlMSR1pb"""
4314,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4315,"""Still a blast to play 12 years later 😍
#FIFAWorldCup 🇿🇦⚽️🎮 https://t.co/L7GDq1qzpR"""
4316,"""🏅FIFA World Cup Qatar 2022 Golden Boot Race

🥇Lionel Messi-5⚽️+3🅰️ 114mins/g
🥈Kylian Mbappe-5⚽️+2🅰️ 95mins/g
🥉Julian Alvarez-4⚽️+0🅰️ 91mins/g
4️⃣ Olivier Giroud-4⚽️+0🅰️ 96mins/g

⚖️1st tiebreaker = assists
⚖️2nd tiebreaker = mins per goal

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/CCRAg5N7i0"""
4317,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4318,"""Contact @KhalangaElectr1 for affordable solar package to avoid Loadshedding while watching #FIFAWorldCup                                       

073 115 9351 email the directly info@khalangagroup.co.za

#TheWifeShowmax
Morocco | Naledi https://t.co/IireEVx0Zv"""
4319,"""#Morocco fans in Qatar chant, “There is no God but God and Muhammad is God’s prophet” during the country’s semi-final match against France on Wednesday.

The semi-final match, held at Al Bayt Stadium, was attended by French President Macron

#Qatar2022 #FIFAWorldCup #FRAMAR https://t.co/5CdXZQ3F7d"""
4320,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4321,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4322,"""Morocco won against Spain, there were riots in Spain

Morocco won against Portugal, there were riots in Portugal

Morocco lost to France, there were riots in France

Morocco wins or loses, there be riots. And the reasons are all religious."""
4323,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4324,"""So France shamelessly used African players against after, tujyogedwa 🙌. 
Watch Morocco this Saturday take on Coratia on UBC TV CH 447 and 201 
#FIFAWorldCup https://t.co/VdycLo6SRr"""
4325,"""From @reuterspictures: Scenes from the #FIFAWorldCup semi-final matches as France set up a title clash with Argentina https://t.co/BPN33RfM3h"""
4326,"""I predicted on my show this morning on @NigeriainfoFM that France will play the finals with Argentina but @Stretchcool didn’t believe me. It’s happening!!!! 
#WorldCup 
#Qatar2022 
#FIFAWorldCup"""
4327,"""What is Islamophobia ?? 

Morocco was defeated by France in the #FIFAWorldCup , &amp;  Moroccan fans RIOTED in Lyon,France. 

Why the hell this community  does  loot / riots etc ??"""
4328,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX"""
4329,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4330,"""With Morocco’s  elimination in Semis, Argentina can be now declared safe from riots.

#FIFAWorldCup"""
4331,"""#ONPASSIVE || O CONNECT AD RUNNING IN BEIN SPORTS

#Qatar2022 #FIFAWorldCup #Marketingcampaign #FOI https://t.co/YChFaTeFoi"""
4332,"""🚨| Kounde and Dembele start for #FRA against #MAR 

#FIFAWorldCup #Qatar2022 https://t.co/QpAI6f3vHc"""
4333,"""🔜 NEXT MATCH
🏆 #FIFAWorldCup - 🥉𝟯𝗥𝗗 𝗣𝗟𝗔𝗖𝗘
🆚 Croatia 🇭🇷
🏟️ Khalifa Stadium, Qatar
🗓️ Saturday, December 17, 2022 | 4PM (GMT+1)

#DimaMaghrib 🇲🇦 #TeamMorocco #FIFAWorldCup @pumafootball https://t.co/PU0F2foXJA"""
4334,"""When you have guest like Zakir Naik at the football world cup, this is inevitable!"""
4335,"""I condemn the Moroccan rioters who ran amok across French cities last night after Morocco was defeated by France at #WorldcupQatar2022 I hope the Gendarmerie arrested as many of the rioters as possible. #LawAndOrder"""
4336,"""In defeat or in victory, always say Alhamdulillah and keep thanking Allah. And surely, Allah is the best of planners 🇲🇦♥️ #FIFAWorldCup https://t.co/CLSicv9g0h"""
4337,"""Maguire will learn why these guys are benching him,
#FIFAWorldCup"""
4338,"""#Messi𓃵
Lionel Messi is the oldest man to ever score 5 goals at a single World Cup 👏
LIONEL MESSI WINS HIS 4TH MAN OF THE MATCH AWARD AT THE 2022 WORLD CUP ☔️

No player has more.🧢
Always breaking records 
#Messi𓃵 
#FIFAWorldCup 
اسطوره فعلا https://t.co/dMYNKegMXW"""
4339,"""Morocco lost the world cup  🏆🇲🇦 😭😭 😭 

#FIFAWorldCup #Qatar2022
#Morocco #المغرب_فرنسا #المغرب https://t.co/dT5i7aW3vF"""
4340,"""Buy a bottle of @NileSpecial and 50ugx will go to the Cranes Fund📌 
We are doing this to enable @UgandaCranes go for 2026 #FIFAWorldCup 
So join us we take Uganda Cranes to the next world cup 📌
#CranesKabbo https://t.co/wNMfnxaIkg"""
4341,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4342,"""Because we care so much, it hurts so bad; but let's go and finish this #FIFAWorldCup campaign as winners! 🇭🇷❤️💪🏼 

#ARGCRO #Qatar2022 #Family #Vatreni❤️‍🔥 https://t.co/2JAmDZ1w8P"""
4343,"""Morocco won against Spain, there were riots in Spain

Morocco won against Portugal, there were riots in Portugal

Morocco lost to France, there were riots in France

Morocco wins or loses, there be riots. And the reasons are all religious."""
4344,"""Mine France #FIFAWorldCup what's your?"""
4345,"""Ronaldo Goal celebration by kiddo Pranshi 😊.
#Ronaldo #Ronaldo𓃵 #Messi𓃵 #Messi #FIFAWorldCup
https://t.co/l6cXEoNmKk"""
4346,"""Half-time: #FRA 1-0 #MAR

Game is still on! ⚡ #FIFAWorldCup #Qatar2022 https://t.co/QeD494fYgW"""
4347,"""Neymar equals Pele as Brazil's all-time top scorer with 7️⃣7️⃣ goals 👏

#FIFAWorldCup https://t.co/NLFUUkSsHI"""
4348,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ"""
4349,"""Messi will be taking no prosoners in this #WorldCupFinal #FIFAWorldCup"""
4350,"""Full-time: #FRA 2-0 #MAR 

France vs Argentina. World Cup Final. Sunday. #FIFAWorldCup #Qatar2022 🍿🔥 https://t.co/eIE1NdCbYb"""
4351,"""Whatever happening today in Europe can happen in India also tomorrow

If Modi govt doesn't take control on illegal Bangladeshi n immigrants Rohingya

Modi Sir
1. Bring CAA/NRC
2. Send back Rohingya

#FIFAWorldCup 
#riots https://t.co/baoyDzLMJ7"""
4352,"""4K #Wallpapers For The GOAT 🐐&gt; 
#Messi𓃵 #ARG #FIFAWorldCup https://t.co/ZDz4qGKg4H"""
4353,"""World Cup final: Argentina vs France 🇦🇷🔥🇫🇷

#FIFAWorldCup #Qatar2022 https://t.co/UFajKloxGG"""
4354,"""finals for FIFA, rooting for Argentina but I can't watch the match due to exams. why do all the fun things in the world start when I have exams 💀. like there is RB battles as well as FIFA dude , why school why #ROBLOX #RBB3 #FIFAWorldCup https://t.co/9NdXSbl5gL"""
4355,"""Let there be GOALS 🙌

#BBCWorldCup #FifaWorldCup https://t.co/R0T94pRaLI"""
4356,"""Kwabena Okyere Darko-Mensah, the minister for Western Region, honored 🇬🇭 Mohammed Kudus with a commemorative gold medal for his performances at the #FIFAWorldCup 

The Ajax midfielder graced the event with Kamaldeen Sulemana and Ernest Nuamah 👏🏽 

#Qatar2022onMG https://t.co/lunlMSR1pb"""
4357,"""@iruizquintano The litle Chitler ! #FIFAWorldCup 😭😭😭 https://t.co/sD8fuNf07Z"""
4358,"""2 - A comparison between Lionel Messi and Kylian Mbappé across the last two editions of the #FIFAWorldCup (2018 &amp; 2022). Showdown. https://t.co/sIANUBIlUy"""
4359,"""Annndddd here comes the Religion.. 👎🏼"""
4360,"""Congratulations Team France Best of luck for Final. 

 #FIFAWorldCup #Qatar2022 #Morocco https://t.co/sJw1zILGU3"""
4361,"""I see my boy Kylian Mbappe scoring in this Finals🇫🇷🔥⚽️.As a part of the #Crofam, @single_Finance is bringing 1) 🏆Total Prize Pool is $10,000 2)#Airdrop in $USDC for Top players to fire up the #cronos #FIFA Fever ⚽️ 🔥!!! Team up with me now : https://t.co/cONhbUArx3 https://t.co/vBHs7Acvfe"""
4362,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX"""
4363,"""""We lost but we're very proud""

Moroccan hopes of becoming the first African nation to reach the World Cup final have ended in despair after their side lost 2-0 to France.

https://t.co/fEymNVJ2CF 

#Morocco #MoroccoVsFrance #FIFAWorldCup https://t.co/FSMjo5323e"""
4364,"""And Sri Lanka on the way to beg from India. https://t.co/ZiTzG8s0u7"""
4365,"""A champion will be crowned 🔜

#FIFAWorldCup | #Qatar2022"""
4366,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X"""
4367,"""Didier Deschamps says he ""prefers not to answer"" a question about a report that Karim #Benzema is rejoining the France squad ahead of the final.

🤐

#FIFAWorldCup https://t.co/HqIbJSh3Gw"""
4368,"""An appreciation tweet for the Moroccan fans, who were absolutely sensational during the whole World Cup. #FIFAWorldCup 👏🇲🇦❤ https://t.co/6dxG8pvqVk"""
4369,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒"""
4370,"""Another day &amp; another #Messi𓃵 masterclass. An UNBELIEVABLE assist +a goal tonight taking him to 5G &amp; 3A (most this WC)he's won the MOTM in 2/3 group stage games,RO16,QF &amp;the SF(10,most ever) insane.Leads🇦🇷 to the finals.

#ArgentinaVsCroatia #FIFAWorldCup #FIFAWorldCupQatar2022 https://t.co/tQmXcLNx41"""
4371,"""After losing the very first game,after everyone trolling,after everyone doubting him, #Messi𓃵 &amp; Argentina have reached the FINALS, I repeat, the FINALS of #FIFAWorldCupQatar2022 just amazing !one more step,just one more🔥 VAMOS #Argentina 🇦🇷

#ArgentinaVsCroatia | #FIFAWorldCup https://t.co/zF0YlWogfp"""
4372,"""#ShahRukhKhan to Promote.               
  #PATHAAN  At #FIFAWorldCup       
    
  @iamsrk  ✨ https://t.co/uckOiMCne0"""
4373,"""From @TheAthleticFC: The clash between Argentina and France in the last #FIFAWorldCup produced seven goals and one of the greatest games this tournament has ever given us. https://t.co/SwEuMHjsj2"""
4374,"""🎙️ Rio Ferdinand on how to stop Leo Messi: 

""I was in a team that tried it a couple of times and it didn't come off. Other than GBH, I don't know."" 😂

#ARG | #FIFAWorldCup https://t.co/LzE8jNSVaE"""
4375,"""This is the sort of run people would make fun of if it was Southgate lolz"""
4376,"""It will be really an interesting Final of FIFA 2022.

3 days are left for the final of FIFA 2022.

#FIFAWorldCup ."""
4377,"""How it started vs How it ended 👀

Mbappe does not forget 💀🤣

#FIFAWorldCup https://t.co/rOADVGaLjs"""
4378,"""@MEXC_Global Argentina 🇦🇷 vs 🇫🇷 France 

#FIFAWorldCup    #ArgentinaVsCroatia #FrancevsMorocco"""
4379,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q"""
4380,"""Thanks to the Moroccan team for representing Palestine in this World Cup 2022. #FIFAWorldCup https://t.co/bFAnimqygW"""
4381,"""If you wave Palestinian flags at the #FIFAWorldCup and say “free Palestine” but don’t wave #Iran’s lion and sun flag and demand an end to the regime in Iran you arent “pro-Muslim” you’re an attention seeking hypocrite likely with antisemitic prejudice. Yes, talking about u #Qatar https://t.co/GdQa4WY6jP"""
