ID,Tweet Content,Mentions Sports Betting
3482,"""World Cup semi-finals of 2022. #Cricket #FIFAWorldCup        

🇫🇷 v 🇲🇦 2 - 0
🇦🇷 v 🇭🇷 3 - 0
🏴󠁧󠁢󠁥󠁮󠁧󠁿 v 🇮🇳 170 - 0""",no
3483,"""Watch #FIFAWorldCup with #Pathaan live on 18th December 7pm 🔥

#BesharamRang #ShahRukhKhan #DeepikaPadukone #JohnAbraham #YRF50 #SiddharthAnand
https://t.co/iJtdewRiwo""",no
3484,"""FINAL⚽️
#FIFAWorldCup #Qatar2022 https://t.co/jyHZLBh7uM""",no
3485,"""Just see this 
Argentina are so fvcking done""",no
3486,"""🎙️ Rio Ferdinand on how to stop Leo Messi: 

""I was in a team that tried it a couple of times and it didn't come off. Other than GBH, I don't know."" 😂

#ARG | #FIFAWorldCup https://t.co/LzE8jNSVaE""",no
3487,"""Argentina vs. France 🇦🇷🇫🇷 looking forward to a great final!
Congratulations to Morocco 🇲🇦 You can be proud of what you‘ve achieved! You have made #FIFAWorldCup history! 👏🏼""",no
3488,"""🔝 All Time Goals &amp; Assists in FIFA World Cup History;

🥇 🇧🇷 20 Pele=12⚽️+ 8🅰️
🥈 🇦🇷 19 Lionel Messi=11⚽️ + 8🅰️
🥈 🇩🇪 19 Klose=16⚽️+3🅰️
🥈 🇧🇷 19 Ronaldo=15⚽️+4🅰️
🥈 🇩🇪 19 Gerd Muller=14⚽️+5🅰️
🥉 🇵🇱 17 Lato=10⚽️+7🅰️
🥉 🇩🇪 17 Uwe Seeler=9⚽️+8🅰️

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/le8vIinoyb""",no
3489,"""Sidha Wayne Rooney Sa Promotion 🔥
King Srk 👑""",no
3490,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo""",no
3491,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo""",no
3492,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3493,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3494,"""I knew it 😭 nothing Pam dey give be good thing 😭…
#pam #JosTwitterCommunity #jostweetit #berom #FIFAWorldCup #FIFAWorldCup https://t.co/lMwQnMYrZ5""",no
3495,"""What does this mean? does this mean I now have to learn Indian haha and why our Rooney is in your video Shah Rukh Khan? #Pathaan""",no
3496,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3497,"""Boycott gang 😭😭😭😭""",no
3498,"""Yassine Bounou's son thinking the 🎤 to be 🍦 is supremely adorable! ❤️ 

#FIFAWorldCup https://t.co/YTorvQwDvM""",no
3499,"""Team #JigarthandaDoubleX Wishing #FIFAWorldCup Semi Finalists the best on The Torch,Doha

@stonebenchers @offl_Lawrence @iam_SJSuryah @kaarthekeyens @Music_Santhosh https://t.co/AxvoVlrJGC""",no
3500,"""France won the match against Morocco at #FIFAWorldCup.

Now there are rîots in France.

 https://t.co/uCQOczHpnf""",no
3501,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3502,"""Argentina vs. France 🇦🇷🇫🇷 looking forward to a great final!
Congratulations to Morocco 🇲🇦 You can be proud of what you‘ve achieved! You have made #FIFAWorldCup history! 👏🏼""",no
3503,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3504,"""Football manager in the #metaverse
@0xIntergalactic is bringing the 🔥 in 2023!

#football #soccer #FIFAWorldCup #P2E""",no
3505,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/ZzLPFRtjWk""",no
3506,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3507,"""Mbappe has 4 MOTM awards na""",no
3508,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3509,"""Inches away from perfection 😓
Jawad El Yamiq nearly had the goal of the tournament award wrapped up in his favour 😱

#FIFAWorldCup    | #MoroccoVsFrance https://t.co/dByVFxg7aX""",no
3510,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
3511,"""Watch #FIFAWorldCup with #Pathaan live on 18th December 7pm 🔥

#BesharamRang #ShahRukhKhan #DeepikaPadukone #JohnAbraham #YRF50 #SiddharthAnand
https://t.co/iJtdewRiwo""",no
3512,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3513,"""Wayne Rooney promoting Pathaan 😭🔥
GLOBAL HIT BESHARAM RANG""",no
3514,"""SRK and John Abraham😋😋""",no
3515,"""2min silence for the dogs which are barking #BoycottPathaan continuously😂😂 Becharo k muh khulle reh jaege jab wo iss chote se app par movie ko rokne ki kosis kr rhe h aur yaha #SRK𓃵 iss movie ka Biggest Possible Promotion kr rha h🔥 LOL SRK HATERS &amp; that meetha MP politician.""",no
3516,"""Wayne Rooney Promoting #Pathaan Woah Omg 🤯🤯""",no
3517,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
3518,"""Most FIFA World Cup appearances: Messi ties record with German Legend Lothar Matthaus

Read @ANI Story | https://t.co/vnlswJXQJ7
#Messi #FIFAWorldCup #LotharMatthaus #WorldCup2022 https://t.co/6AYiAv0Zc2""",no
3519,"""Buy a bottle of @NileSpecial and 50ugx will go to the Cranes Fund📌 
We are doing this to enable @UgandaCranes go for 2026 #FIFAWorldCup 
So join us we take Uganda Cranes to the next world cup 📌
#CranesKabbo https://t.co/wNMfnxaIkg""",no
3520,"""Mbappe and Hakimi before and after the match last night ❤️

#FIFAWorldCup #francemaroc https://t.co/AdxT3iVQvN""",no
3521,"""Wayne Rooney promoting Pathaan 😭🔥
GLOBAL HIT BESHARAM RANG""",no
3522,"""#ShahRukhKhan to promote #Pathaan during #FIFAWorldCup    final! 🔥 
#WorldcupQatar2022 #BesharamRang

@iamsrk 
@SRKUniverse 
@FilmyYash https://t.co/4h6X016IqY""",no
3523,"""BIGGEST MOVIE STAR PROMOTING HIS MOVIE ON THE BIGGEST PLATFORM , MARKETING GENIUS 

PATHAAN DEKHEGA HINDUSTAN""",no
3524,"""PROMOTIONS ARE ON GUYS 😭🔥""",no
3525,"""There's only been eight different nations to win it... So just what does it take to win the World Cup? 🤔

Hear from those who have in 'How to win the World Cup' available to watch now on @BBCiPlayer ⤵️📺📱

#BBCWorldCup #FIFAWorldCup #BBCFootball""",no
3526,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q""",no
3527,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
3528,"""Why would they leave Morocco just to wreck havoc on a country that's taken them in? What is this crazy mindset? #ParisRiots""",no
3529,"""Wayne Rooney promoting Pathaan 😭🔥
GLOBAL HIT BESHARAM RANG""",no
3530,"""🇲🇦 Morocco at the 2022 World Cup:

✅ Finished top in a group with Croatia &amp; Belgium

✅ Eliminated Spain

✅ Eliminated Portugal 

❌ Played brilliant against the World Champions

They can be proud of their effort. WHAT A TEAM!

#MAR | #FIFAWorldCup https://t.co/JvOTYNHdtx""",no
3531,"""Let’s Take The Final Step Now, Says France Coach Deschamps https://t.co/QPqqFs7nfZ 
.
.
.#Uzalendosport |#FIFAWorldCup""",no
3532,"""🗣Hugo Lloris (France Goalkeeper): 

“Argentina is a really great team, they have shown how competitive they are, and they have Lionel Messi who has left his mark on football. It will be an interesting game”

#FIFAWorldCup https://t.co/z1wL12ikHJ""",no
3533,"""This Moroccan side will be remembered for making World Cup history. 

What a manager, what a team 👏 The final was just a step too far.

#BBCWorldCup #FifaWorldCup https://t.co/AVIaGfJKV7""",no
3534,"""Well played Morocco. It wasn't just luck or fluke. You did it on your own by talent, skills &amp; athleticism. You knocked out three of six favorites Belgium Spain &amp; Portugal. It was such a great memorable run by you guys. Be proud of the effort you put in this #FIFAWorldCup.""",no
3535,"""@coinexcom I choose my fave football superstar Lionel Messi, for a time, he was simultaneously the best scorer, the best passer, and the best dribbler in the world, even at age 35, you could still argue he’s all three.He has won everything there.
#CoinEx #FIFAWorldCup #Qatar2022 #Giveaway""",no
3536,"""Spreading my puss &amp; gagging on cock is how I pass time ( link in bio ) #fsu #Tallahassee #seminoles #teen #skinny #young #hairy #natural #kink #kinky #FIFAWorldCup #whitegirl #whitegirlpyt #snapchat #exposed #leaked #tiktok #snapchat #instagram #tampa #usf #fgcu https://t.co/5EZeyGlOwQ""",yes
3537,"""France 🇫🇷 are headed back to the #FIFAWorldCup Final! 

Re-live this epic semi-final in just 60 seconds! ⏲️ https://t.co/q2vnHh6lCx""",no
3538,"""Our #FIFAWorldCup finalist 🙌 

Proud of you, @IbrahimaKonate_ ❤️ https://t.co/QNR880ol0Q""",no
3539,"""Which country should I support to win the
#FIFAWorldCupQatar2022 ?

#FIFAWorldCup #FRAMAR https://t.co/SeSHY4QliV""",no
3540,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3541,"""⏳ SUNDAY, 18TH DECEMBER

🌍 2022 WORLD CUP FINAL

🇦🇷 ARGENTINA vs. FRANCE 🇫🇷 

#FIFAWorldCup https://t.co/lJdPc10g6R""",no
3542,"""King Khan promotion Pathaan on #FIFAWorldCup 

That's huge!!! 
#FIFAWorldCupfinal""",no
3543,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3544,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W""",no
3545,"""hakimi &amp; mbappe bromance wins the match #FIFAWorldCup""",no
3546,"""Another game, another world class performance from Antoine Griezmann. 

Mbappé will get all the plaudits but this guy has been France's best player at the World Cup. 

#FIFAWorldCup https://t.co/BUHJh8uk5u""",no
3547,"""The problem across the world is the same! Identify it and act on it!""",no
3548,"""Watch #FIFAWorldCup with #Pathaan live on 18th December 7pm 🔥

#BesharamRang #ShahRukhKhan #DeepikaPadukone #JohnAbraham #YRF50 #SiddharthAnand
https://t.co/iJtdewRiwo""",no
3549,"""Love you Shah 💓""",no
3550,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3551,"""At Al Bayt Stadium, #LesBleus  Blues defeated a strong Morocco team by a score of 2-0 to advance to the World Cup final.

Read more: https://t.co/Y2MNuFKslE

#FIFAWorldCup #Qatar2022 #FrancevsMorocco #francemaroc #QatarWorldCup2022final #Morocco https://t.co/4aHiLfjHxU""",no
3552,"""Morocco was defeated by France in the #FIFAWorldCup &amp; 
Moroccan fans RIOTED in Lyon,France. 

But the French tried to stop the riots. How dare they?If this is not intolerance, Islamophobia,complete suppression of rights,by the French,what is?
I appeal to Rana Ayyub to expose this""",no
3553,"""There’s a share of R25 000 &amp; FIFA World Cup™️ prizes up for grabs when you swipe your TymeBank VISA debit card this festive💰⚽! Don't be left behind, swipe your @tymebankza card today! T&amp;Cs apply. #FIFAWorldCup https://t.co/XPYd9hWhm1""",no
3554,"""Wayne Rooney promoting Pathaan 😭🔥
GLOBAL HIT BESHARAM RANG""",no
3555,"""Azzedine Ounahi. What a player.

100% in the team of the tournament.

#FRA | #MAR | #FIFAWorldCup https://t.co/ZIgdM1FwzN""",no
3556,"""We had fans from all over the world visit us at the Hisense #PerfectMatch Zone at the FIFA Fan Festival! 🌎

Come join us and you might have a chance to win your tickets to the #FIFAWorldCup! https://t.co/0VYQZM7h19""",no
3557,"""End of the road for Morocco 🇲🇦. It was a good run. 

Defending champions France march into the final to set up an exciting clash with Argentina. 

#Qatar2022 #FIFAWorldCup https://t.co/iAnmZOOQ5c""",no
3558,"""There’s a share of R25 000 &amp; FIFA World Cup™️ prizes up for grabs when you swipe your TymeBank VISA debit card this festive💰⚽! Don't be left behind, swipe your @tymebankza card today! T&amp;Cs apply. #FIFAWorldCup https://t.co/XPYd9hWhm1""",no
3559,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3560,"""Tonight France plays Morocco in 2nd semi final of the #FIFAWorldCup

Irrespective of the result, there would be riots in Paris and few more cities of Europe which most of the world will conveniently ignore. God bless France. #FranceVsMorocco.""",no
3561,"""Yassine Bounou's son thinking the 🎤 to be 🍦 is supremely adorable! ❤️ 

#FIFAWorldCup https://t.co/YTorvQwDvM""",no
3562,"""The reason why Indians support #Argentina 😉😂
#CopyPaste
#FIFAWorldCupQatar2022 
#FIFAWorldCup https://t.co/jczsaPgwWg""",no
3563,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W""",no
3564,"""2 - A comparison between Lionel Messi and Kylian Mbappé across the last two editions of the #FIFAWorldCup (2018 &amp; 2022). Showdown. https://t.co/sIANUBIlUy""",yes
3565,"""So it's Mbappe 🇫🇷  vs Messi 🇦🇷 
#FIFAWorldCup #FIFAWorldCup2022 #FIFA2022 #QatarWorldCup2022 #Qatar2022 #ArgentinaVsFrance #ARGFRA https://t.co/8rhyAKeNfY""",no
3566,"""Karim Benzema in line to make shock return for France in FIFA World Cup final against Argentina - Reports

#FIFAWorldCup #FIFAWorldCupQatar2022 #KarimBenzema #France #ArgentinaVsFrance #Argentina 

https://t.co/ZCoFzjP9vF""",no
3567,"""Messi was getting these GOAT tags by Mbappe's age by pundits, players, and fans.""",no
3568,"""Who do you think will win tonights match ? #FIFAWorldCup ⚽️ 🥅""",no
3569,"""Walid Regragui says Morocco will leave Qatar disappointed but filled with pride at having written their names into the history books.

#FIFAWorldCup""",no
3570,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
3571,"""Morocco lost its match with France in #FIFAWorldCup 

But this is Brussels (Belgium) being burnt by Morocco supporters.

Similar ri0ts in France.

Poor Belgians have become outnumbered in their own city. High time EU countries revisited their refugee policy. https://t.co/QKn8nxmuti""",no
3572,"""The home of the EU, Brussels being smashed up too as Moroccans riot yet again across parts of Western Europe.
#MoroccoVsFrance #FIFAWorldCup @DaveAtherton20 @StanVoWales @DanVoWMedia #VoiceOfWales https://t.co/RzzovS4CX2""",no
3573,"""Gazan people watch the Morocco vs France match at the #FIFAWorldCup .🇲🇦🔥🇵🇸 https://t.co/jexayX02xP""",no
3574,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
3575,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
3576,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3577,"""Are Mass 🔥🥵 #Pathan  #Pathaan""",no
3578,"""France won the match against Morocco at #FIFAWorldCup.

Now there are rîots in France.

 https://t.co/uCQOczHpnf""",no
3579,"""#ManCity's Julian Alvarez has been included the @SofascoreINT TOTW for the #FIFAWorldCup Semi-Finals. 🕷🇦🇷💙 https://t.co/4H8DUFNKJh""",no
3580,"""Sara if she was in the World Cup :D
1-Are you serious? why did you give him a yellow card?!! He didn't anything wrong
2-I thought you didn't like women...
3-Wooow
4-Would she and her boyfriend like a threesome with me?
#FIFAWorldCup 
#WorldCup2022 
#WorldCup 
#WorldcupQatar2022 https://t.co/GKttPRj8eQ""",no
3581,"""Are you involved in Sports Medicine?
Interested in getting a digital solution for your clinic?
#Clinicea is your solution.🙂
Check us out and join one of the most advanced solutions in the world.
https://t.co/rjLfyjKwZv
#sportsmedicine #clinic #FIFAWorldCup #FIFAWorldCup2022 https://t.co/gMS7sWLSzQ""",no
3582,"""Argentina are in the #FIFAWorldCup Final! 🔥

@adidasfootball | #Qatar2022""",no
3583,"""Promotions shuru 🥳✌️ #Pathaan""",no
3584,"""I mean what even 😍""",no
3585,"""🗣Didier Deschamps (France Coach ): 

“Messi wants to win the World Cup before retiring but we will do everything we can to make sure that doesn't happen, the only thing we know is that one of the shirts will put on a third star.”

#FIFAWorldCup https://t.co/twwVWDTg7T""",no
3586,"""Even at loss, we thank Allah always. If it works, “Alhamdulillah”, if it doesn’t “Alhamdulillah”.
#MoroccoVsFrance 
#LibertyChowkOn17th
#PakistanCup 
#messi
#FIFAWorldCup 
Imran Khan
#PSL2023 https://t.co/shP3u1FhMj""",no
3587,"""Our first #FIFAWorldCup finalist!

Congratulations to @Argentina, who are through to their sixth @FIFAWorldCup Final 👏 https://t.co/yWGU1gqiIV""",no
3588,"""Good luck Lionel Messi
Messi is the GOAT 🐐
🔥🇦🇷 #Messi𓃵 💙
#Argentina
#FIFAWorldCup
ARGENTINA 🇦🇷 https://t.co/D5bqIIeqVD""",no
3589,"""GOAT""",no
3590,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX""",no
3591,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
3592,"""#FIFAWorldCup soon 🔜🇫🇷

@IbrahimaKonate_ 👏 https://t.co/o3IzkykZ28""",no
3593,"""A date for the history books.

#ImpossibleIsNothing #fifaworldcup https://t.co/a9VHaHcYbO""",no
3594,"""SRK your voice ❤️‍🔥❤️‍🔥❤️‍🔥""",no
3595,"""😍😍 srk &amp; messi .""",no
3596,"""❤️❤️🔥 👑King""",no
3597,"""""I tell you what, I'm looking at that thinking that's more of a penalty to Morocco than a free-kick to France.""

Stuart Pearce wasn't sure on the referee's decision... 

#FRA #MAR #FIFAWorldCup""",no
3598,"""After an outstanding #FIFAWorldCup campaign with the @Socceroos, @craig_goodwin11 has reflected on the side's time in Qatar, and gives his take on who he expects to win the World Cup Final.

Catch Goodwin's full interview with @Jasetaylorkemp on 10 News First at 5 | @10footballau https://t.co/tofYM328b8""",no
3599,"""Watch #FIFAWorldCup with #Pathaan live on 18th December 7pm 🔥

#BesharamRang #ShahRukhKhan #DeepikaPadukone #JohnAbraham #YRF50 #SiddharthAnand
https://t.co/iJtdewRiwo""",no
3600,"""Freed From Desire ! 🎶 

@equipedefrance #FIFAWorldCup https://t.co/0VGnFvIN03""",no
3601,"""#Morocco bows out of #FIFAWorldCup with PRIDE. 

#PIDEofAfricanfootball""",no
3602,"""Mbappe and Hakimi before and after the match last night ❤️

#FIFAWorldCup #francemaroc https://t.co/AdxT3iVQvN""",no
3603,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
3604,"""There’s a share of R25 000 &amp; FIFA World Cup™️ prizes up for grabs when you swipe your TymeBank VISA debit card this festive💰⚽! Don't be left behind, swipe your @tymebankza card today! T&amp;Cs apply. #FIFAWorldCup https://t.co/XPYd9hWhm1""",no
3605,"""Nice Pencil Art ❤️""",no
3606,"""France winner
@Mdalami96455555 @Roy0199 

#Jubi""",no
3607,"""Karak, henna and abayas: Football fans are embracing Arab culture in Qatar

#Qatar2022 #FIFAWorldCup https://t.co/bGZUtoL17o""",no
3608,"""Victory or defeat. They always had faith. 🤲

Thank-you Morocco for a World Cup to remember. 

#MAR | #FIFAWorldCup https://t.co/zrPaxQbGgX""",no
3609,"""Karim Benzema in line to make shock return for France in FIFA World Cup final against Argentina - Reports

#FIFAWorldCup #FIFAWorldCupQatar2022 #KarimBenzema #France #ArgentinaVsFrance #Argentina 

https://t.co/ZCoFzjP9vF""",no
3610,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
3611,"""BIGGEST MOVIE STAR PROMOTING HIS MOVIE ON THE BIGGEST PLATFORM , MARKETING GENIUS 

PATHAAN DEKHEGA HINDUSTAN""",no
3612,"""RT Timesofgaza ""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/Zi5d4S9avP""""",no
3613,"""🎄@kuwallet #Christmas Gift for all #FIFAWorldCup Predictors！

📅Dec 14 12:00pm - Dec 15 12:00pm (UTC)

⚽️Share your invite code to win prop cards🔛 https://t.co/ygryFrZJUm 

👇Fill the form after paticipating and 20 winners will be announced! 
https://t.co/yo9CCxbunb https://t.co/ESBWmMUgKM""",no
3614,"""We all gonna Miss Them in the FIFA World Cup Final 🏆
#FIFAWorldCup https://t.co/G6r5g8j2rn""",no
3615,"""Argentina are in the #FIFAWorldCup Final! 🔥

@adidasfootball | #Qatar2022""",no
3616,"""🎙️ Walid Regragui: ""We gave the maximum, that's the most important thing. We had a few injuries, it was a little too much for us, but I have nothing to say, the players gave the maximum.""

#MAR | #FIFAWorldCup https://t.co/bYwO1nXqug""",no
3617,"""Which country should I support to win the
#FIFAWorldCupQatar2022 ?

#FIFAWorldCup #FRAMAR https://t.co/SeSHY4QliV""",no
3618,"""Which country should I support to win the
#FIFAWorldCupQatar2022 ?

#FIFAWorldCup #FRAMAR https://t.co/SeSHY4QliV""",no
3619,"""Every 5 seconds we are loosing 1 football pitch of soil! 📣
Game on! Volunteers at the Isha Institute got in the #FifaWorldCup2022 spirit with the #ScoreforSoil video! 

Keep the ball rolling! ⚽️
https://t.co/H5jRdT3s1T

#savesoil #climateaction #fifa #fifaworldcup https://t.co/HLVDUClvoH""",no
3620,"""Despite losing in the semi-final to France, Morocco has been praised for achieving many 'firsts' in this #FIFAWorldCup.

But the match also led to some recalling Morocco's past colonisation at the hand of France. We explain the history.

https://t.co/iLANZVBlcO""",no
3621,"""I can think of a lot of things I'd use this R25K on..Yoh 🕯️🕯️🕯️🕯️""",no
3622,"""Was he waiting for both of them to qualify for the finals to post this 😅
KING KHAN. 
Starts #Pathaan promotions with a Bang 💥""",no
3623,"""Thanks to the Moroccan team for representing Palestine in this World Cup 2022. #FIFAWorldCup https://t.co/bFAnimqygW""",no
3624,"""PSG team-mates Mbappe and Hakimi swapping shirts at the end.

#Mar #fra #FIFAWorldCup https://t.co/DrufStKHAV""",no
3625,"""There’s still time to enter @canariestrust #FIFAWorldCup Draw
💛💚⚽️💛💚⚽️💛💚⚽️
Tickets just £2 
32 awesome prizes 
⚽️💛💚⚽️💛💚⚽️💛💚

Get your tickets here 👉 https://t.co/rxklaYO0vw https://t.co/M9et49mdtW""",no
3626,"""Israel is BIG MAD that they suck at life and sports. #ApartheidIsrael #IsraeliTerrorism #FreePalestine #Morocco""",no
3627,"""KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022 ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan #Arg #FRA #France https://t.co/ZzLPFRtjWk""",no
3628,"""Wayne Rooney Promoting #Pathaan Woah Omg 🤯🤯""",no
3629,"""A place in the #FIFAWorldCup Final on the line...

#Qatar2022 | #FRA #MAR""",no
3630,"""Walid Regragui says Morocco will leave Qatar disappointed but filled with pride at having written their names into the history books.

#FIFAWorldCup""",no
3631,"""Morocco was defeated by France in the #FIFAWorldCup &amp; 
Moroccan fans RIOTED in Lyon,France. 

But the French tried to stop the riots. How dare they?If this is not intolerance, Islamophobia,complete suppression of rights,by the French,what is?
I appeal to Rana Ayyub to expose this""",no
3632,"""If you wave Palestinian flags at the #FIFAWorldCup and say “free Palestine” but don’t wave #Iran’s lion and sun flag and demand an end to the regime in Iran you arent “pro-Muslim” you’re an attention seeking hypocrite likely with antisemitic prejudice. Yes, talking about u #Qatar https://t.co/GdQa4WY6jP""",no
3633,"""King and @WayneRooney together 🥵""",no
3634,"""🏅FIFA World Cup Qatar 2022 Golden Boot Race

🥇Lionel Messi-5⚽️+3🅰️ 114mins/g
🥈Kylian Mbappe-5⚽️+2🅰️ 95mins/g
🥉Julian Alvarez-4⚽️+0🅰️ 91mins/g
4️⃣ Olivier Giroud-4⚽️+0🅰️ 96mins/g

⚖️1st tiebreaker = assists
⚖️2nd tiebreaker = mins per goal

#FIFAWorldCup|#Messi𓃵|#GOAT𓃵 https://t.co/CCRAg5N7i0""",no
3635,"""Rioting breaks out in Lyon, France as Morocco was defeated by France in the #FIFAWorldCup. https://t.co/PktIBCTAeI""",no
3636,"""Whoa so kool ❤️❤️""",no
3637,"""Morocco in a moment of reflection after a brilliant World Cup run. 🤲

#MAR | #FIFAWorldCup https://t.co/DIavCANlho""",no
3638,"""Wayne Rooney promoting Pathaan 😭🔥
GLOBAL HIT BESHARAM RANG""",no
3639,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W""",no
